title,Genre,rating,year
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),Action,3.83,1992
Bound,Crime,4.0,1996
Carpool,Comedy,1.75,1996
Kansas City,Crime,3.67,1996
Gone Fishin',Comedy,1.0,1997
Nothing to Lose,Action,3.5,1994
Supercop 2 (Project S) (Chao ji ji hua),Action,5.0,1993
"Relic, The",Horror,3.0,1997
"Island of Dr. Moreau, The",Sci-Fi,2.74,1996
First Kid,Children,2.1,1996
"Trigger Effect, The",Drama,2.0,1996
Bogus,Children,2.5,1996
Bulletproof,Action,2.67,1996
Land Before Time III: The Time of the Great Giving,Adventure,2.17,1995
1-900 (06),Drama,4.0,1994
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),Horror,3.8,1995
Twelfth Night,Comedy,3.54,1996
Mother Night,Drama,3.67,1996
Wild Reeds (Les roseaux sauvages),Drama,2.5,1994
For Whom the Bell Tolls,Adventure,3.75,1943
"Philadelphia Story, The",Comedy,4.31,1940
Singin' in the Rain,Comedy,4.07,1952
"American in Paris, An",Musical,3.71,1951
Funny Face,Comedy,3.0,1957
Breakfast at Tiffany's,Drama,3.85,1961
Vertigo,Drama,4.03,1958
Rear Window,Mystery,4.26,1954
It Happened One Night,Comedy,4.32,1934
Gaslight,Drama,4.14,1944
"Gay Divorcee, The",Comedy,3.5,1934
North by Northwest,Action,4.18,1959
"Apartment, The",Comedy,3.96,1960
Some Like It Hot,Comedy,4.01,1959
Charade,Comedy,3.81,1963
Casablanca,Drama,4.24,1942
"Maltese Falcon, The",Film-Noir,4.17,1941
My Fair Lady,Comedy,4.04,1964
Sabrina,Comedy,3.77,1954
Roman Holiday,Comedy,4.06,1953
"Little Princess, The",Children,3.5,1939
Meet Me in St. Louis,Musical,4.1,1944
"Wizard of Oz, The",Adventure,3.88,1939
Gone with the Wind,Drama,3.64,1939
My Favorite Year,Comedy,3.39,1982
Sunset Blvd. (a.k.a. Sunset Boulevard),Drama,4.33,1950
Citizen Kane,Drama,4.04,1941
2001: A Space Odyssey,Adventure,3.89,1968
All About Eve,Drama,4.23,1950
"Women, The",Comedy,4.0,1939
Rebecca,Drama,4.17,1940
Foreign Correspondent,Drama,3.5,1940
Notorious,Film-Noir,4.25,1946
Spellbound,Mystery,3.83,1945
"Affair to Remember, An",Drama,3.94,1957
To Catch a Thief,Crime,4.22,1955
Father of the Bride,Comedy,3.25,1950
"Band Wagon, The",Comedy,3.83,1953
Ninotchka,Comedy,4.0,1939
Love in the Afternoon,Comedy,3.5,1957
Gigi,Musical,3.25,1958
"Adventures of Robin Hood, The",Action,4.0,1938
"Mark of Zorro, The",Adventure,3.75,1940
Laura,Crime,4.33,1944
"Ghost and Mrs. Muir, The",Drama,3.93,1947
Lost Horizon,Drama,4.0,1937
Top Hat,Comedy,4.07,1935
To Be or Not to Be,Comedy,2.5,1942
My Man Godfrey,Comedy,3.75,1936
Giant,Drama,3.92,1956
East of Eden,Drama,3.92,1955
"Thin Man, The",Comedy,3.86,1934
His Girl Friday,Comedy,4.39,1940
Around the World in 80 Days,Adventure,3.62,1956
It's a Wonderful Life,Children,4.03,1946
Mr. Smith Goes to Washington,Drama,4.08,1939
Bringing Up Baby,Comedy,3.86,1938
Penny Serenade,Drama,4.0,1941
Of Human Bondage,Drama,3.5,1934
Little Lord Fauntleroy,Drama,4.0,1936
"Inspector General, The",Musical,3.0,1949
"39 Steps, The",Drama,4.05,1935
Night of the Living Dead,Horror,3.75,1968
"African Queen, The",Adventure,3.97,1951
Beat the Devil,Adventure,3.5,1953
Cat on a Hot Tin Roof,Drama,4.1,1958
Meet John Doe,Comedy,3.9,1941
"Farewell to Arms, A",Romance,3.0,1932
Nothing Personal,Drama,3.0,1995
Dangerous Ground,Drama,3.0,1997
Picnic,Drama,3.0,1955
"Pompatus of Love, The",Comedy,3.5,1996
Fly Away Home,Adventure,3.54,1996
Bliss,Drama,3.0,1997
Grace of My Heart,Comedy,3.0,1996
Maximum Risk,Action,2.9,1996
Michael Collins,Drama,3.32,1996
Infinity,Drama,3.0,1996
Big Night,Comedy,4.18,1996
Last Man Standing,Action,2.5,1996
Set It Off,Action,3.0,1996
2 Days in the Valley,Crime,3.04,1996
Extreme Measures,Drama,2.5,1996
"Glimmer Man, The",Action,3.0,1996
D3: The Mighty Ducks,Children,2.19,1996
"Chamber, The",Drama,3.5,1996
"Apple Dumpling Gang, The",Children,2.6,1975
"Davy Crockett, King of the Wild Frontier",Adventure,3.0,1955
Escape to Witch Mountain,Adventure,3.06,1975
"Love Bug, The",Children,3.06,1969
Herbie Rides Again,Children,2.94,1974
Old Yeller,Children,3.44,1957
"Parent Trap, The",Children,3.21,1961
Pollyanna,Children,2.9,1960
Homeward Bound: The Incredible Journey,Adventure,2.95,1993
"Shaggy Dog, The",Children,2.9,1959
Swiss Family Robinson,Adventure,3.5,1960
That Darn Cat!,Children,2.42,1965
"20,000 Leagues Under the Sea",Adventure,3.47,1954
Cool Runnings,Comedy,3.08,1993
Angels in the Outfield,Children,2.33,1994
Cinderella,Animation,3.49,1950
Winnie the Pooh and the Blustery Day,Animation,3.62,1968
"Three Caballeros, The",Animation,3.67,1945
"Sword in the Stone, The",Animation,3.58,1963
Robin Hood: Prince of Thieves,Adventure,3.02,1991
Mary Poppins,Children,3.89,1964
Dumbo,Animation,3.39,1941
Pete's Dragon,Adventure,2.77,1977
Bedknobs and Broomsticks,Adventure,3.48,1971
Alice in Wonderland,Adventure,3.38,1951
"Fox and the Hound, The",Animation,3.58,1981
Freeway,Comedy,3.1,1996
"Sound of Music, The",Musical,3.94,1965
Die Hard,Action,3.86,1988
"Lawnmower Man, The",Action,2.77,1992
"Secret Agent, The",Drama,3.0,1996
Secrets & Lies,Drama,4.59,1996
That Thing You Do!,Comedy,3.27,1996
To Gillian on Her 37th Birthday,Drama,2.4,1996
Beautiful Thing,Drama,4.5,1996
"Long Kiss Goodnight, The",Action,3.32,1996
"Ghost and the Darkness, The",Action,3.48,1996
Looking for Richard,Documentary,3.9,1996
Trees Lounge,Drama,4.0,1996
Normal Life,Crime,3.0,1996
Get on the Bus,Drama,2.0,1996
Shadow Conspiracy,Thriller,1.5,1997
Jude,Drama,3.07,1996
Everyone Says I Love You,Comedy,3.47,1996
William Shakespeare's Romeo + Juliet,Drama,3.72,1996
Swingers,Comedy,3.69,1996
Sleepers,Thriller,3.67,1996
Aladdin and the King of Thieves,Animation,3.15,1996
Shall We Dance,Comedy,4.5,1937
Crossfire,Crime,3.5,1947
Willy Wonka & the Chocolate Factory,Children,3.87,1971
"Innocents, The",Drama,,1961
Sleeper,Comedy,3.75,1973
Bananas,Comedy,3.41,1971
"Fish Called Wanda, A",Comedy,3.92,1988
Monty Python's Life of Brian,Comedy,3.93,1979
Victor/Victoria,Comedy,3.54,1982
"Candidate, The",Drama,3.58,1972
"Great Race, The",Comedy,3.33,1965
Bonnie and Clyde,Crime,4.07,1967
"Old Man and the Sea, The",Adventure,3.5,1958
Dial M for Murder,Crime,4.1,1954
Dirty Dancing,Drama,3.37,1987
Reservoir Dogs,Crime,4.2,1992
Platoon,Drama,3.98,1986
Weekend at Bernie's,Comedy,2.55,1989
Basic Instinct,Crime,3.19,1992
"Doors, The",Drama,3.41,1991
"Crying Game, The",Drama,3.44,1992
Glengarry Glen Ross,Drama,3.67,1992
Sophie's Choice,Drama,4.05,1982
E.T. the Extra-Terrestrial,Children,3.77,1982
"Christmas Carol, A",Children,3.38,1938
Days of Thunder,Action,2.71,1990
Top Gun,Action,3.3,1986
Rebel Without a Cause,Drama,4.1,1955
"Streetcar Named Desire, A",Drama,4.47,1951
Children of the Corn IV: The Gathering,Horror,4.67,1996
Loser,Comedy,2.0,1991
Microcosmos (Microcosmos: Le peuple de l'herbe),Documentary,4.12,1996
Palookaville,Action,4.5,1996
"Funeral, The",Crime,3.0,1996
"Single Girl, A (Fille seule, La)",Drama,4.0,1995
"Eighth Day, The (Huitième jour, Le)",Drama,3.5,1996
Drunks,Drama,3.0,1995
"People vs. Larry Flynt, The",Comedy,3.54,1996
Glory Daze,Drama,4.0,1995
"Perfect Candidate, A",Documentary,4.25,1996
On Golden Pond,Drama,3.65,1981
"Return of the Pink Panther, The",Comedy,3.69,1975
Drop Dead Fred,Comedy,2.83,1991
"Abyss, The",Action,3.48,1989
"Fog, The",Horror,2.5,1980
Escape from New York,Action,3.45,1981
"Howling, The",Horror,2.9,1980
Jean de Florette,Drama,4.09,1986
Manon of the Spring (Manon des sources),Drama,4.06,1986
Private Benjamin,Comedy,3.12,1980
Monty Python and the Holy Grail,Adventure,4.16,1975
Hustler White,Romance,4.0,1996
Entertaining Angels: The Dorothy Day Story,Drama,5.0,1996
"Line King: The Al Hirschfeld Story, The",Documentary,4.0,1996
When We Were Kings,Documentary,3.9,1996
Wallace & Gromit: The Wrong Trousers,Animation,4.04,1993
"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",Drama,4.33,1982
Lesson Faust,Animation,5.0,1994
"Children Are Watching Us, The (Bambini ci guardano, I)",Drama,3.5,1944
"Tin Drum, The (Blechtrommel, Die)",Drama,3.67,1979
"Ruling Class, The",Comedy,3.0,1972
Mina Tannenbaum,Drama,1.0,1994
Dear God,Comedy,3.5,1996
Best of the Best 3: No Turning Back,Action,2.5,1995
Bob Roberts,Comedy,3.35,1992
Cinema Paradiso (Nuovo cinema Paradiso),Drama,4.16,1989
"Cook the Thief His Wife & Her Lover, The",Comedy,3.14,1989
Delicatessen,Comedy,3.83,1991
"Double Life of Veronique, The (Double Vie de Véronique, La)",Drama,4.0,1991
Enchanted April,Drama,4.0,1992
Paths of Glory,Drama,4.54,1957
"Grifters, The",Crime,3.63,1990
Hear My Song,Comedy,3.0,1991
"English Patient, The",Drama,3.71,1996
Mediterraneo,Comedy,3.93,1991
My Left Foot,Drama,3.95,1989
"Sex, Lies, and Videotape",Drama,3.59,1989
Passion Fish,Drama,3.6,1992
Strictly Ballroom,Comedy,3.66,1992
"Thin Blue Line, The",Documentary,4.0,1988
Tie Me Up! Tie Me Down! (¡Átame!),Crime,3.17,1990
Madonna: Truth or Dare,Documentary,3.5,1991
Paris Is Burning,Documentary,4.5,1990
One Flew Over the Cuckoo's Nest,Drama,4.2,1975
Cheech and Chong's Up in Smoke,Comedy,3.59,1978
Star Wars: Episode V - The Empire Strikes Back,Action,4.22,1980
"Princess Bride, The",Action,4.23,1987
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),Action,4.21,1981
Brazil,Fantasy,4.18,1985
Aliens,Action,3.96,1986
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",Action,4.15,1966
Withnail & I,Comedy,3.86,1987
12 Angry Men,Drama,4.15,1957
Lawrence of Arabia,Adventure,4.3,1962
"Clockwork Orange, A",Crime,4.0,1971
To Kill a Mockingbird,Drama,4.12,1962
Apocalypse Now,Action,4.22,1979
Once Upon a Time in the West (C'era una volta il West),Action,4.31,1968
Star Wars: Episode VI - Return of the Jedi,Action,4.14,1983
"Wings of Desire (Himmel über Berlin, Der)",Drama,3.88,1987
"Third Man, The",Film-Noir,4.23,1949
Goodfellas,Crime,4.25,1990
Alien,Horror,3.97,1979
Army of Darkness,Action,4.04,1993
"Big Blue, The (Grand bleu, Le)",Adventure,3.45,1988
Ran,Drama,4.43,1985
"Killer, The (Die xue shuang xiong)",Action,4.0,1989
Psycho,Crime,4.04,1960
"Blues Brothers, The",Action,3.81,1980
"Godfather: Part II, The",Crime,4.26,1974
Full Metal Jacket,Drama,4.1,1987
"Grand Day Out with Wallace and Gromit, A",Adventure,4.09,1989
Henry V,Action,4.0,1989
Amadeus,Drama,4.18,1984
"Quiet Man, The",Drama,3.5,1952
Once Upon a Time in America,Crime,4.06,1984
Raging Bull,Drama,4.19,1980
Annie Hall,Comedy,3.87,1977
"Right Stuff, The",Drama,3.86,1983
Stalker,Drama,3.62,1979
"Boot, Das (Boat, The)",Action,4.21,1981
"Sting, The",Comedy,3.98,1973
Harold and Maude,Comedy,4.29,1971
Trust,Comedy,4.33,1990
"Seventh Seal, The (Sjunde inseglet, Det)",Drama,4.22,1957
Local Hero,Comedy,4.06,1983
"Terminator, The",Action,3.9,1984
Dead Alive (Braindead),Comedy,4.05,1992
Glory,Drama,4.17,1989
Rosencrantz and Guildenstern Are Dead,Comedy,3.97,1990
Manhattan,Comedy,4.11,1979
Miller's Crossing,Crime,4.22,1990
Dead Poets Society,Drama,3.96,1989
"Graduate, The",Comedy,4.06,1967
Touch of Evil,Crime,4.26,1958
"Femme Nikita, La (Nikita)",Action,4.07,1990
"Bridge on the River Kwai, The",Adventure,4.12,1957
8 1/2 (8½),Drama,4.07,1963
Chinatown,Crime,4.21,1974
"Day the Earth Stood Still, The",Drama,3.82,1951
"Treasure of the Sierra Madre, The",Action,3.66,1948
Bad Taste,Comedy,3.0,1987
Duck Soup,Comedy,3.8,1933
Better Off Dead...,Comedy,3.69,1985
"Shining, The",Horror,4.08,1980
Stand by Me,Adventure,4.01,1986
M,Crime,3.73,1931
Evil Dead II (Dead by Dawn),Action,4.04,1987
"Great Escape, The",Action,4.13,1963
"Deer Hunter, The",Drama,3.83,1978
Diva,Action,3.8,1981
Groundhog Day,Comedy,3.94,1993
Unforgiven,Drama,4.11,1992
"Manchurian Candidate, The",Crime,4.25,1962
Pump Up the Volume,Comedy,3.61,1990
Arsenic and Old Lace,Comedy,3.88,1944
Back to the Future,Adventure,4.04,1985
Fried Green Tomatoes,Comedy,3.5,1991
Patton,Drama,4.12,1970
Down by Law,Comedy,4.05,1986
Akira,Action,3.74,1988
Highlander,Action,3.73,1986
Cool Hand Luke,Drama,4.27,1967
Cyrano de Bergerac,Comedy,4.12,1990
Young Frankenstein,Comedy,3.99,1974
Night on Earth,Comedy,4.12,1991
Raise the Red Lantern (Da hong deng long gao gao gua),Drama,4.33,1991
"Great Dictator, The",Comedy,4.13,1940
Fantasia,Animation,3.78,1940
High Noon,Drama,4.21,1952
"Big Sleep, The",Crime,4.14,1946
Heathers,Comedy,3.73,1989
Somewhere in Time,Drama,3.07,1980
Ben-Hur,Action,3.94,1959
This Is Spinal Tap,Comedy,4.02,1984
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),Documentary,3.86,1983
Some Kind of Wonderful,Drama,3.35,1987
Indiana Jones and the Last Crusade,Action,4.05,1989
Being There,Comedy,3.95,1979
Gandhi,Drama,3.83,1982
"Unbearable Lightness of Being, The",Drama,3.23,1988
"Room with a View, A",Drama,3.71,1986
Real Genius,Comedy,3.68,1985
Pink Floyd: The Wall,Drama,3.76,1982
"Killing Fields, The",Drama,4.02,1984
My Life as a Dog (Mitt liv som hund),Comedy,4.17,1985
Forbidden Planet,Drama,3.81,1956
Field of Dreams,Children,3.52,1989
"Man Who Would Be King, The",Adventure,4.03,1975
Butch Cassidy and the Sundance Kid,Action,3.94,1969
"Paris, Texas",Drama,3.5,1984
Until the End of the World (Bis ans Ende der Welt),Adventure,2.7,1991
When Harry Met Sally...,Comedy,3.86,1989
Hype!,Documentary,5.0,1996
Female Perversions,Drama,2.5,1996
Blue Juice,Comedy,2.0,1995
Alien³ (a.k.a. Alien 3),Action,3.15,1992
"American Werewolf in London, An",Comedy,3.41,1981
Amityville 1992: It's About Time,Horror,1.5,1992
Amityville 3-D,Horror,1.67,1983
Amityville: Dollhouse,Horror,1.17,1996
Amityville: A New Generation,Horror,1.25,1993
Amityville II: The Possession,Horror,1.12,1982
"Amityville Horror, The",Drama,2.63,1979
"Amityville Curse, The",Horror,0.75,1990
Blood for Dracula (Andy Warhol's Dracula),Horror,2.75,1974
April Fool's Day,Horror,1.5,1986
Audrey Rose,Horror,2.0,1977
"Believers, The",Horror,3.67,1987
"Birds, The",Horror,3.6,1963
"Blob, The",Horror,3.0,1958
Blood Beach,Horror,1.0,1981
Body Parts,Horror,1.0,1991
"Body Snatcher, The",Drama,4.5,1945
Dracula (Bram Stoker's Dracula),Fantasy,3.47,1992
"Bride of Frankenstein, The (Bride of Frankenstein)",Drama,3.17,1935
Burnt Offerings,Horror,3.75,1976
Candyman,Horror,2.5,1992
Cape Fear,Thriller,3.78,1991
Cape Fear,Crime,3.96,1962
Carrie,Drama,3.35,1976
Cat People,Drama,2.81,1982
"Nightmare on Elm Street, A",Horror,3.0,1984
"Nosferatu (Nosferatu, eine Symphonie des Grauens)",Horror,3.53,1922
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),Horror,5.0,1986
"Omen, The",Horror,3.82,1976
Blood and Wine (Blood & Wine),Crime,2.33,1996
Albino Alligator,Crime,2.25,1996
"Mirror Has Two Faces, The",Comedy,3.38,1996
Breaking the Waves,Drama,4.07,1996
Nightwatch,Horror,2.0,1997
Star Trek: First Contact,Action,3.88,1996
Shine,Drama,4.0,1996
Sling Blade,Drama,3.84,1996
Jingle All the Way,Children,2.86,1996
Paradise Lost: The Child Murders at Robin Hood Hills,Documentary,4.08,1996
"Preacher's Wife, The",Drama,3.5,1996
Ridicule,Drama,3.58,1996
"Crucible, The",Drama,3.9,1996
101 Dalmatians,Adventure,3.07,1996
Die Hard 2,Action,3.4,1990
Star Trek: The Motion Picture,Adventure,3.04,1979
Star Trek VI: The Undiscovered Country,Action,3.35,1991
Star Trek V: The Final Frontier,Action,2.67,1989
Star Trek II: The Wrath of Khan,Action,3.77,1982
Star Trek III: The Search for Spock,Action,3.26,1984
Star Trek IV: The Voyage Home,Adventure,3.48,1986
Batman Returns,Action,3.02,1992
Young Guns,Action,3.1,1988
Young Guns II,Action,3.0,1990
Grease,Comedy,3.14,1978
Grease 2,Comedy,2.08,1982
Marked for Death,Action,1.88,1990
Under Siege,Action,2.85,1992
Jaws,Action,4.01,1975
Jaws 2,Horror,2.62,1978
Jaws 3-D,Action,1.42,1983
My Fellow Americans,Comedy,2.67,1996
Mars Attacks!,Action,3.09,1996
Citizen Ruth,Comedy,4.12,1996
Jerry Maguire,Drama,3.59,1996
Raising Arizona,Comedy,3.99,1987
Tin Men,Comedy,3.0,1987
Sneakers,Action,3.48,1992
Bastard Out of Carolina,Drama,4.0,1996
In Love and War,Romance,2.5,1996
Marvin's Room,Drama,3.1,1996
Ghosts of Mississippi,Drama,3.33,1996
Beavis and Butt-Head Do America,Adventure,2.94,1996
La Cérémonie,Crime,4.5,1995
Scream,Comedy,3.2,1996
"Last of the Mohicans, The",Action,3.83,1992
Michael,Comedy,2.5,1996
Hamlet,Crime,4.0,1996
Some Mother's Son,Drama,3.5,1996
"Whole Wide World, The",Drama,4.25,1996
Mother,Comedy,3.0,1996
"Thieves (Voleurs, Les)",Crime,2.5,1996
Evita,Drama,3.42,1996
"Portrait of a Lady, The",Drama,3.25,1996
Walkabout,Adventure,4.25,1971
Murder at 1600,Crime,2.75,1997
Hearts and Minds,Drama,4.0,1996
Fierce Creatures,Comedy,3.0,1997
Zeus and Roxanne,Children,1.0,1997
Turbulence,Action,1.0,1997
Angel Baby,Drama,3.0,1995
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),Action,3.58,1996
Underworld,Comedy,3.0,1996
Beverly Hills Ninja,Action,2.47,1997
Metro,Action,2.71,1997
"Cement Garden, The",Drama,4.25,1993
Dante's Peak,Action,2.62,1997
Meet Wally Sparks,Comedy,2.17,1997
Amos & Andrew,Comedy,1.5,1993
Benny & Joon,Comedy,3.47,1993
Prefontaine,Drama,3.5,1997
McHale's Navy,Comedy,2.14,1997
Kolya (Kolja),Comedy,4.43,1996
Gridlock'd,Crime,3.38,1997
Waiting for Guffman,Comedy,3.88,1996
"Beautician and the Beast, The",Comedy,1.83,1997
SubUrbia,Comedy,3.75,1997
"Pest, The",Comedy,2.0,1997
Fools Rush In,Comedy,3.08,1997
Touch,Drama,4.0,1997
Absolute Power,Mystery,2.67,1997
That Darn Cat,Children,3.25,1997
Vegas Vacation (National Lampoon's Las Vegas Vacation),Comedy,2.31,1997
Lost Highway,Crime,3.26,1997
Rosewood,Action,3.33,1997
Donnie Brasco,Crime,3.74,1997
Booty Call,Comedy,2.6,1997
Best Men,Action,4.0,1997
Jungle2Jungle (a.k.a. Jungle 2 Jungle),Children,2.14,1997
Kama Sutra: A Tale of Love,Romance,4.0,1996
Private Parts,Comedy,3.54,1997
Love Jones,Romance,4.0,1997
"Saint, The",Action,3.22,1997
Smilla's Sense of Snow,Drama,3.36,1997
Crash,Drama,3.09,1996
"Daytrippers, The",Comedy,3.67,1996
Liar Liar,Comedy,3.03,1997
Selena,Drama,3.0,1997
"Devil's Own, The",Action,2.83,1997
Cats Don't Dance,Animation,3.0,1997
B*A*P*S,Comedy,1.5,1997
Love and Other Catastrophes,Romance,3.5,1996
Turbo: A Power Rangers Movie,Action,2.0,1997
Anna Karenina,Drama,4.0,1997
Double Team,Action,4.0,1997
Inventing the Abbotts,Drama,3.0,1997
Anaconda,Action,1.93,1997
Grosse Pointe Blank,Comedy,3.61,1997
Kissed,Drama,2.5,1996
8 Heads in a Duffel Bag,Comedy,3.0,1997
Paradise Road,Drama,3.5,1997
Romy and Michele's High School Reunion,Comedy,2.97,1997
Temptress Moon (Feng Yue),Romance,3.0,1996
Volcano,Action,2.1,1997
Children of the Revolution,Comedy,3.0,1996
Austin Powers: International Man of Mystery,Action,3.54,1997
Breakdown,Action,3.35,1997
Broken English,Drama,1.0,1996
Fathers' Day,Comedy,1.0,1997
"Fifth Element, The",Action,3.75,1997
Nowhere,Comedy,3.33,1997
"Promise, The (La promesse)",Drama,4.5,1996
Shall We Dance? (Shall We Dansu?),Comedy,3.81,1996
Addicted to Love,Comedy,2.7,1997
Brassed Off,Comedy,3.71,1996
"Lost World: Jurassic Park, The",Action,2.75,1997
Ponette,Drama,4.5,1996
Schizopolis,Comedy,3.5,1996
Shiloh,Children,3.25,1997
Rough Magic,Drama,4.0,1995
Trial and Error,Comedy,2.25,1997
Buddy,Adventure,2.17,1997
Con Air,Action,3.03,1997
"Pillow Book, The",Drama,2.4,1996
Speed 2: Cruise Control,Action,1.61,1997
Batman & Robin,Action,2.21,1997
For Roseanna (Roseanna's Grave),Comedy,4.0,1997
Head Above Water,Comedy,4.0,1996
Hercules,Adventure,3.45,1997
My Best Friend's Wedding,Comedy,3.5,1997
When the Cat's Away (Chacun cherche son chat),Comedy,4.5,1996
"Contempt (Mépris, Le)",Drama,3.0,1963
Face/Off,Action,3.37,1997
Fall,Romance,1.0,1997
Men in Black (a.k.a. MIB),Action,3.49,1997
Out to Sea,Comedy,2.17,1997
Wild America,Adventure,2.6,1997
"Simple Wish, A",Children,3.0,1997
Contact,Drama,3.65,1997
Love Serenade,Comedy,3.0,1996
G.I. Jane,Action,2.8,1997
Conan the Barbarian,Action,3.26,1982
George of the Jungle,Children,3.08,1997
Cop Land,Action,3.28,1997
Event Horizon,Horror,2.94,1997
Spawn,Action,2.63,1997
Air Bud,Children,2.38,1997
Picture Perfect,Comedy,2.83,1997
In the Company of Men,Comedy,4.08,1997
Career Girls,Drama,4.33,1997
Conspiracy Theory,Drama,2.94,1997
Desperate Measures,Crime,2.5,1998
Steel,Action,2.33,1997
She's So Lovely,Drama,3.5,1997
Hoodlum,Crime,2.33,1997
Leave It to Beaver,Comedy,1.75,1997
Mimic,Horror,2.46,1997
Money Talks,Action,3.33,1997
Excess Baggage,Adventure,2.75,1997
Kull the Conqueror,Action,2.33,1997
Air Force One,Action,3.34,1997
187 (One Eight Seven),Drama,2.67,1997
"Hunt for Red October, The",Action,3.87,1990
My Own Private Idaho,Drama,4.1,1991
"Kiss Me, Guido",Comedy,3.0,1997
Star Maps,Drama,4.0,1997
